date,h,variant,sig,p
2020-11-27,1,base,1,0.644
2020-12-02,1,base,1,0.644
2020-12-03,1,base,1,0.644
2020-12-04,1,base,1,0.644
2020-12-09,1,base,1,0.644
2020-12-10,1,base,1,0.644
2020-12-14,1,base,1,0.644
2020-12-15,1,base,1,0.644
2020-12-17,1,base,1,0.65
2020-12-18,1,base,1,0.644
2020-12-21,1,base,1,0.644
2020-12-23,1,base,1,0.65
2020-12-24,1,base,1,0.644
2020-12-25,1,base,1,0.644
2020-12-28,1,base,1,0.644
2020-12-29,1,base,1,0.65
2020-12-30,1,base,1,0.65
2021-01-04,1,base,1,0.665
2021-01-08,1,base,1,0.665
2021-02-02,1,base,1,0.665
2021-02-17,1,base,1,0.665
2021-02-23,1,base,1,0.665
2021-03-11,1,base,1,0.665
2021-03-26,1,base,1,0.665
2021-03-30,1,base,1,0.665
2021-04-06,1,base,1,0.665
2021-04-08,1,base,1,0.665
2021-04-23,1,base,1,0.744
2021-05-25,1,base,1,0.665
2021-05-26,1,base,1,0.665
2021-06-01,1,base,1,0.665
2021-06-23,1,base,1,0.665
2021-06-25,1,base,1,0.665
2021-07-13,1,base,1,0.665
2021-08-04,1,base,1,0.665
2021-08-24,1,base,1,0.665
2021-08-31,1,base,1,0.665
2021-09-10,1,base,1,0.665
2021-10-15,1,base,1,0.665
2021-11-16,1,base,1,0.744
2021-12-07,1,base,1,0.744
2021-12-09,1,base,1,0.744
2021-12-21,1,base,1,0.744
2022-01-07,1,base,1,0.74
2022-01-10,1,base,1,0.74
2022-01-12,1,base,1,0.74
2022-01-17,1,base,-1,0.433
2022-01-20,1,base,1,0.74
2022-02-09,1,base,1,0.646
2022-02-16,1,base,1,0.646
2022-03-10,1,base,1,0.646
2022-03-17,1,base,1,0.646
2022-03-23,1,base,1,0.646
2022-03-30,1,base,1,0.646
2022-03-31,1,base,-1,0.433
2022-04-28,1,base,1,0.646
2022-04-29,1,base,1,0.646
2022-05-13,1,base,1,0.646
2022-05-17,1,base,1,0.646
2022-05-20,1,base,1,0.646
2022-05-27,1,base,1,0.646
2022-05-30,1,base,1,0.646
2022-05-31,1,base,1,0.646
2022-06-08,1,base,1,0.646
2022-06-21,1,base,1,0.646
2022-06-24,1,base,1,0.646
2022-06-27,1,base,1,0.646
2022-07-18,1,base,1,0.646
2022-07-27,1,base,-1,0.433
2022-07-29,1,base,-1,0.433
2022-08-01,1,base,-1,0.433
2022-08-05,1,base,-1,0.433
2022-08-08,1,base,-1,0.433
2022-08-09,1,base,-1,0.433
2022-08-11,1,base,1,0.646
2022-08-12,1,base,-1,0.433
2022-08-15,1,base,-1,0.433
2022-08-16,1,base,-1,0.433
2022-08-17,1,base,-1,0.433
2022-08-19,1,base,-1,0.433
2022-08-25,1,base,1,0.646
2022-09-12,1,base,1,0.646
2022-09-20,1,base,1,0.646
2022-10-05,1,base,1,0.646
2022-10-14,1,base,1,0.646
2022-10-18,1,base,1,0.646
2022-11-01,1,base,1,0.646
2022-11-07,1,base,1,0.646
2022-11-08,1,base,-1,0.433
2022-11-09,1,base,-1,0.433
2022-11-11,1,base,1,0.646
2022-11-14,1,base,1,0.646
2022-11-15,1,base,1,0.646
2022-11-16,1,base,-1,0.433
2022-11-17,1,base,-1,0.433
2022-11-18,1,base,-1,0.433
2022-11-22,1,base,-1,0.433
2022-11-23,1,base,-1,0.433
2022-11-24,1,base,-1,0.433
2022-11-25,1,base,-1,0.433
2022-11-29,1,base,1,0.646
2022-11-30,1,base,1,0.646
2022-12-01,1,base,-1,0.433
2022-12-02,1,base,-1,0.433
2022-12-09,1,base,1,0.646
2022-12-22,1,base,1,0.646
2023-01-04,1,base,1,0.627
2023-01-05,1,base,1,0.627
2023-01-09,1,base,1,0.627
2023-01-13,1,base,1,0.627
2023-01-31,1,base,1,0.619
2023-02-01,1,base,1,0.627
2023-02-02,1,base,-1,0.378
2023-02-03,1,base,-1,0.378
2023-02-06,1,base,-1,0.378
2023-02-07,1,base,-1,0.378
2023-02-10,1,base,-1,0.378
2023-02-13,1,base,-1,0.378
2023-02-15,1,base,-1,0.378
2023-02-21,1,base,-1,0.378
2023-02-23,1,base,-1,0.378
2023-02-24,1,base,-1,0.378
2023-03-01,1,base,1,0.627
2023-03-06,1,base,-1,0.378
2023-03-13,1,base,1,0.627
2023-03-15,1,base,1,0.627
2023-03-17,1,base,1,0.627
2023-03-21,1,base,1,0.627
2023-03-22,1,base,1,0.627
2023-03-23,1,base,1,0.627
2023-03-28,1,base,1,0.627
2023-03-29,1,base,1,0.627
2023-04-17,1,base,1,0.742
2023-04-18,1,base,-1,0.378
2023-04-19,1,base,-1,0.378
2023-04-20,1,base,-1,0.378
2023-04-21,1,base,-1,0.378
2023-05-04,1,base,1,0.742
2023-05-08,1,base,1,0.742
2023-05-15,1,base,1,0.742
2023-05-18,1,base,1,0.627
2023-05-22,1,base,1,0.627
2023-05-23,1,base,1,0.619
2023-05-24,1,base,1,0.619
2023-05-25,1,base,1,0.619
2023-05-26,1,base,1,0.619
2023-05-29,1,base,-1,0.378
2023-05-30,1,base,-1,0.378
2023-05-31,1,base,-1,0.378
2023-06-01,1,base,-1,0.378
2023-06-02,1,base,1,0.742
2023-06-05,1,base,-1,0.378
2023-06-06,1,base,-1,0.378
2023-06-07,1,base,-1,0.378
2023-06-08,1,base,-1,0.378
2023-06-09,1,base,-1,0.378
2023-06-12,1,base,-1,0.378
2023-06-13,1,base,-1,0.378
2023-06-14,1,base,-1,0.378
2023-06-15,1,base,1,0.742
2023-06-16,1,base,1,0.742
2023-06-19,1,base,-1,0.378
2023-06-20,1,base,-1,0.378
2023-06-21,1,base,-1,0.378
2023-06-26,1,base,-1,0.378
2023-06-28,1,base,-1,0.378
2023-06-29,1,base,-1,0.378
2023-06-30,1,base,-1,0.378
2023-07-03,1,base,1,0.627
2023-07-04,1,base,-1,0.378
2023-07-05,1,base,-1,0.378
2023-07-06,1,base,-1,0.378
2023-07-07,1,base,-1,0.378
2023-07-10,1,base,-1,0.378
2023-07-11,1,base,1,0.627
2023-07-12,1,base,1,0.627
2023-07-13,1,base,1,0.627
2023-07-14,1,base,-1,0.378
2023-07-17,1,base,-1,0.378
2023-07-18,1,base,-1,0.378
2023-07-19,1,base,-1,0.378
2023-07-20,1,base,-1,0.378
2023-07-21,1,base,-1,0.378
2023-07-24,1,base,-1,0.378
2023-07-25,1,base,1,0.627
2023-07-26,1,base,-1,0.378
2023-07-27,1,base,1,0.627
2023-07-31,1,base,-1,0.378
2023-08-22,1,base,1,0.627
2023-08-24,1,base,1,0.627
2023-08-29,1,base,1,0.627
2023-09-04,1,base,1,0.627
2023-10-11,1,base,1,0.627
2023-10-12,1,base,1,0.627
2023-11-03,1,base,1,0.627
2023-11-06,1,base,1,0.627
2023-11-15,1,base,1,0.627
2023-11-17,1,base,1,0.619
2023-11-20,1,base,1,0.627
2023-11-21,1,base,1,0.619
2023-11-22,1,base,-1,0.378
2023-11-24,1,base,-1,0.378
2023-11-27,1,base,-1,0.378
2023-11-28,1,base,-1,0.378
2023-11-29,1,base,-1,0.378
2023-11-30,1,base,-1,0.378
2023-12-01,1,base,-1,0.378
2023-12-04,1,base,-1,0.378
2023-12-05,1,base,-1,0.378
2023-12-06,1,base,-1,0.378
2023-12-07,1,base,-1,0.378
2023-12-08,1,base,-1,0.378
2023-12-11,1,base,-1,0.378
2023-12-12,1,base,1,0.742
2023-12-13,1,base,-1,0.378
2023-12-14,1,base,1,0.742
2023-12-15,1,base,1,0.742
2023-12-18,1,base,-1,0.378
2023-12-19,1,base,-1,0.378
2023-12-20,1,base,-1,0.378
2023-12-21,1,base,-1,0.378
2023-12-22,1,base,-1,0.378
2023-12-25,1,base,-1,0.378
2023-12-27,1,base,1,0.742
2023-12-28,1,base,1,0.742
2024-01-23,1,base,-1,0.452
2024-01-24,1,base,-1,0.452
2024-01-25,1,base,-1,0.452
2024-02-16,1,base,1,0.649
2024-02-21,1,base,1,0.649
2024-02-22,1,base,1,0.649
2024-02-27,1,base,1,0.649
2024-03-06,1,base,1,0.649
2024-03-11,1,base,1,0.649
2024-03-12,1,base,1,0.649
2024-03-21,1,base,1,0.649
2024-03-26,1,base,1,0.725
2024-03-28,1,base,1,0.725
2024-03-29,1,base,1,0.725
2024-04-01,1,base,1,0.725
2024-04-02,1,base,1,0.725
2024-04-22,1,base,-1,0.452
2024-04-23,1,base,-1,0.452
2024-04-24,1,base,-1,0.452
2024-04-26,1,base,1,0.725
2024-05-02,1,base,1,0.725
2024-05-03,1,base,1,0.725
2024-05-16,1,base,1,0.649
2024-05-17,1,base,1,0.649
2024-05-27,1,base,1,0.725
2024-06-03,1,base,1,0.649
2024-06-19,1,base,1,0.649
2024-07-03,1,base,1,0.725
2024-07-11,1,base,1,0.649
2024-07-12,1,base,1,0.649
2024-07-22,1,base,-1,0.452
2024-07-29,1,base,1,0.725
2024-07-31,1,base,1,0.725
2024-08-07,1,base,-1,0.452
2024-08-09,1,base,-1,0.452
2024-08-22,1,base,1,0.725
2024-08-26,1,base,1,0.725
2024-08-30,1,base,1,0.725
2024-09-19,1,base,1,0.725
2024-09-20,1,base,1,0.725
2024-09-24,1,base,-1,0.452
2024-09-26,1,base,-1,0.452
2024-09-27,1,base,-1,0.452
2024-09-30,1,base,-1,0.452
2024-10-01,1,base,-1,0.452
2024-10-04,1,base,-1,0.452
2024-10-07,1,base,1,0.649
2024-10-11,1,base,1,0.649
2024-10-18,1,base,1,0.649
2024-10-23,1,base,1,0.725
2024-11-01,1,base,1,0.725
2024-11-05,1,base,1,0.725
2024-11-07,1,base,1,0.725
2024-11-27,1,base,1,0.725
2024-12-03,1,base,1,0.725
2024-12-06,1,base,1,0.725
2024-12-09,1,base,1,0.725
2024-12-24,1,base,-1,0.452
2024-12-25,1,base,1,0.725
2024-12-26,1,base,1,0.725
2025-01-09,1,base,1,0.652
2025-01-13,1,base,1,0.652
2025-01-14,1,base,1,0.759
2025-01-16,1,base,1,0.637
2025-01-20,1,base,1,0.637
2025-01-21,1,base,1,0.637
2025-02-10,1,base,1,0.759
2025-02-12,1,base,1,0.759
2025-02-14,1,base,1,0.637
2025-02-18,1,base,1,0.643
2025-02-21,1,base,1,0.759
2025-03-11,1,base,1,0.652
2025-03-14,1,base,1,0.759
2025-03-18,1,base,1,0.637
2025-03-24,1,base,1,0.759
2025-03-31,1,base,1,0.652
2025-04-09,1,base,1,0.652
2025-04-18,1,base,1,0.759
2025-04-21,1,base,1,0.759
2025-04-23,1,base,1,0.637
2025-05-02,1,base,1,0.637
2025-05-05,1,base,1,0.637
2025-05-12,1,base,1,0.637
2025-05-14,1,base,1,0.643
2025-05-20,1,base,1,0.643
2025-05-29,1,base,1,0.643
2025-06-03,1,base,1,0.643
2025-06-05,1,base,1,0.643
2025-06-09,1,base,1,0.637
2025-06-20,1,base,1,0.637
2025-06-24,1,base,1,0.643
2025-06-25,1,base,1,0.637
2025-07-08,1,base,1,0.759
2025-07-15,1,base,1,0.759
2025-07-18,1,base,1,0.637
2025-07-22,1,base,1,0.652
2025-07-23,1,base,1,0.643
2025-08-04,1,base,1,0.643
2025-08-13,1,base,1,0.643
2025-08-20,1,base,1,0.652
2025-08-25,1,base,1,0.643
2025-09-01,1,base,1,0.643
2025-09-02,1,base,1,0.652
2025-09-05,1,base,1,0.637
2025-09-09,1,base,1,0.637
2025-09-10,1,base,1,0.759
2025-09-12,1,base,1,0.643
2025-09-17,1,base,1,0.643
2025-09-24,1,base,1,0.643
2025-09-26,1,base,1,0.652
2025-10-02,1,base,1,0.637
2025-10-14,1,base,1,0.652
2025-10-15,1,base,1,0.643
2025-10-20,1,base,1,0.643
2025-10-27,1,base,1,0.637
2025-11-03,1,base,1,0.643
2025-11-06,1,base,1,0.637
2025-11-10,1,base,1,0.759
2025-12-12,1,base,1,0.759
2025-12-17,1,base,1,0.759
2026-01-09,1,base,1,0.675
2026-01-30,1,base,1,0.675
2026-02-02,1,base,1,0.675
2026-02-06,1,base,1,0.675
2026-02-09,1,base,1,0.654
2026-02-23,1,base,1,0.654
2026-03-03,1,base,1,0.675
2026-03-04,1,base,1,0.675
2026-03-09,1,base,1,0.675
2026-03-13,1,base,1,0.675
2026-03-20,1,base,1,0.675
2026-03-23,1,base,1,0.675
2026-03-27,1,base,1,0.675
2026-03-30,1,base,1,0.675
2026-03-31,1,base,1,0.675
2026-04-01,1,base,1,0.654
2026-04-08,1,base,1,0.654
2026-04-30,1,base,1,0.675
2026-05-18,1,base,1,0.675
2026-05-19,1,base,1,0.675
2026-06-05,1,base,1,0.675
2026-06-08,1,base,1,0.675
2026-06-11,1,base,1,0.675
2026-06-12,1,base,1,0.654
2026-06-24,1,base,1,0.675
2026-07-03,1,base,1,0.654
2026-07-06,1,base,1,0.654
2026-07-07,1,base,1,0.675
2026-07-08,1,base,1,0.654
2026-07-15,1,base,1,0.654
2026-07-16,1,base,1,0.654
2026-07-17,1,base,1,0.675
2026-07-20,1,base,1,0.654
2026-07-23,1,base,1,0.654
2026-07-27,1,base,1,0.654
2026-07-28,1,base,1,0.675
2026-07-29,1,base,1,0.654
2026-07-30,1,base,1,0.675
2026-08-07,1,base,1,0.675
2026-08-10,1,base,1,0.654
2026-08-19,1,base,1,0.675
2026-08-21,1,base,1,0.654
2026-09-21,1,base,1,0.654
2026-09-22,1,base,1,0.654
2013-01-08,3,base,-1,0.358
2013-01-09,3,base,-1,0.358
2013-01-10,3,base,-1,0.358
2013-01-22,3,base,1,0.69
2013-01-23,3,base,1,0.69
2013-01-25,3,base,-1,0.358
2013-01-31,3,base,1,0.69
2013-02-01,3,base,1,0.69
2013-02-04,3,base,1,0.69
2013-02-05,3,base,1,0.69
2013-02-06,3,base,1,0.69
2013-02-18,3,base,1,0.69
2013-02-19,3,base,1,0.69
2013-02-20,3,base,1,0.69
2013-02-25,3,base,-1,0.358
2013-02-26,3,base,-1,0.358
2013-02-27,3,base,-1,0.358
2013-03-01,3,base,-1,0.358
2013-03-04,3,base,-1,0.358
2013-03-05,3,base,-1,0.358
2013-03-15,3,base,-1,0.358
2013-03-18,3,base,-1,0.358
2013-03-19,3,base,-1,0.358
2013-03-20,3,base,-1,0.358
2013-03-21,3,base,-1,0.358
2013-03-22,3,base,-1,0.358
2013-03-25,3,base,-1,0.358
2013-03-26,3,base,-1,0.358
2013-04-08,3,base,1,0.69
2013-04-09,3,base,1,0.69
2013-04-10,3,base,1,0.69
2013-04-11,3,base,1,0.69
2013-04-12,3,base,1,0.69
2013-04-15,3,base,1,0.69
2013-04-16,3,base,1,0.69
2013-04-18,3,base,-1,0.358
2013-05-28,3,base,-1,0.358
2013-05-29,3,base,-1,0.358
2013-05-30,3,base,-1,0.358
2013-05-31,3,base,-1,0.358
2013-06-03,3,base,-1,0.358
2013-06-04,3,base,-1,0.358
2013-06-05,3,base,-1,0.358
2013-06-06,3,base,-1,0.358
2013-06-07,3,base,-1,0.358
2013-06-10,3,base,-1,0.358
2013-06-11,3,base,-1,0.358
2013-06-13,3,base,-1,0.358
2013-06-14,3,base,-1,0.358
2013-06-17,3,base,-1,0.358
2013-06-18,3,base,-1,0.358
2013-06-19,3,base,-1,0.358
2013-06-20,3,base,-1,0.358
2013-06-21,3,base,-1,0.358
2013-06-24,3,base,-1,0.358
2013-06-25,3,base,-1,0.358
2013-06-26,3,base,-1,0.358
2013-06-27,3,base,-1,0.358
2013-07-03,3,base,-1,0.433
2013-07-04,3,base,-1,0.433
2013-07-05,3,base,-1,0.433
2013-07-08,3,base,-1,0.433
2013-07-09,3,base,-1,0.433
2013-07-10,3,base,-1,0.433
2013-07-11,3,base,1,0.69
2013-07-12,3,base,1,0.69
2013-07-15,3,base,1,0.69
2013-07-16,3,base,1,0.69
2013-07-17,3,base,-1,0.433
2013-07-18,3,base,-1,0.433
2013-07-19,3,base,-1,0.433
2013-07-22,3,base,-1,0.433
2013-07-23,3,base,-1,0.433
2013-07-24,3,base,-1,0.433
2013-07-25,3,base,-1,0.433
2013-08-08,3,base,-1,0.358
2013-08-09,3,base,-1,0.358
2013-08-12,3,base,-1,0.358
2013-09-10,3,base,1,0.69
2013-09-11,3,base,1,0.69
2013-11-08,3,base,-1,0.358
2013-11-11,3,base,-1,0.358
2013-11-12,3,base,1,0.69
2013-11-13,3,base,1,0.69
2013-11-14,3,base,1,0.69
2013-11-15,3,base,-1,0.358
2013-11-18,3,base,-1,0.358
2013-11-19,3,base,-1,0.358
2013-11-20,3,base,-1,0.358
2013-11-21,3,base,-1,0.358
2013-11-22,3,base,-1,0.358
2013-11-25,3,base,-1,0.358
2013-11-26,3,base,-1,0.358
2013-11-27,3,base,-1,0.358
2013-12-18,3,base,-1,0.358
2014-01-03,3,base,1,0.633
2014-01-06,3,base,1,0.633
2014-01-07,3,base,1,0.633
2014-01-08,3,base,1,0.633
2014-01-09,3,base,1,0.633
2014-01-10,3,base,1,0.633
2014-01-13,3,base,1,0.633
2014-01-14,3,base,1,0.633
2014-01-15,3,base,1,0.633
2014-01-16,3,base,1,0.633
2014-01-17,3,base,1,0.633
2014-01-20,3,base,1,0.633
2014-01-21,3,base,1,0.633
2014-01-27,3,base,1,0.677
2014-02-07,3,base,-1,0.411
2014-02-10,3,base,-1,0.411
2014-02-11,3,base,-1,0.411
2014-02-12,3,base,-1,0.411
2014-02-13,3,base,-1,0.411
2014-02-14,3,base,-1,0.411
2014-02-17,3,base,-1,0.411
2014-02-18,3,base,-1,0.411
2014-02-19,3,base,-1,0.411
2014-03-06,3,base,1,0.633
2014-03-07,3,base,1,0.633
2014-03-10,3,base,1,0.633
2014-03-11,3,base,1,0.633
2014-03-12,3,base,-1,0.411
2014-03-13,3,base,-1,0.411
2014-03-14,3,base,-1,0.411
2014-03-17,3,base,-1,0.411
2014-03-18,3,base,-1,0.411
2014-03-19,3,base,-1,0.411
2014-04-07,3,base,-1,0.411
2014-04-08,3,base,-1,0.411
2014-04-09,3,base,-1,0.411
2014-04-10,3,base,-1,0.411
2014-04-11,3,base,-1,0.411
2014-04-14,3,base,-1,0.411
2014-04-15,3,base,-1,0.411
2014-04-16,3,base,1,0.677
2014-04-25,3,base,1,0.677
2014-04-28,3,base,1,0.677
2014-04-29,3,base,1,0.633
2014-04-30,3,base,1,0.633
2014-05-02,3,base,1,0.633
2014-05-09,3,base,-1,0.411
2014-05-12,3,base,-1,0.411
2014-05-13,3,base,-1,0.411
2014-05-14,3,base,-1,0.411
2014-05-15,3,base,-1,0.411
2014-05-16,3,base,-1,0.411
2014-05-19,3,base,-1,0.411
2014-05-20,3,base,-1,0.411
2014-05-21,3,base,-1,0.411
2014-05-30,3,base,1,0.633
2014-06-03,3,base,1,0.633
2014-06-04,3,base,1,0.633
2014-06-05,3,base,1,0.633
2014-06-06,3,base,1,0.633
2014-06-09,3,base,1,0.633
2014-06-10,3,base,1,0.633
2014-06-11,3,base,1,0.633
2014-06-12,3,base,-1,0.411
2014-06-13,3,base,-1,0.411
2014-06-16,3,base,-1,0.411
2014-06-17,3,base,-1,0.411
2014-06-18,3,base,-1,0.411
2014-07-03,3,base,1,0.633
2014-07-04,3,base,1,0.633
2014-07-07,3,base,1,0.633
2014-07-08,3,base,1,0.633
2014-07-09,3,base,-1,0.411
2014-07-10,3,base,-1,0.411
2014-07-11,3,base,-1,0.411
2014-07-14,3,base,-1,0.411
2014-07-15,3,base,-1,0.411
2014-07-16,3,base,1,0.633
2014-08-08,3,base,-1,0.411
2014-08-11,3,base,1,0.677
2014-08-12,3,base,1,0.677
2014-08-13,3,base,-1,0.411
2014-08-14,3,base,-1,0.411
2014-08-15,3,base,-1,0.411
2014-08-18,3,base,-1,0.411
2014-08-19,3,base,1,0.677
2014-08-20,3,base,1,0.677
2014-08-21,3,base,1,0.677
2014-08-22,3,base,1,0.677
2014-09-05,3,base,-1,0.411
2014-09-09,3,base,-1,0.411
2014-09-10,3,base,-1,0.411
2014-09-11,3,base,-1,0.411
2014-09-12,3,base,-1,0.411
2014-09-15,3,base,-1,0.411
2014-09-16,3,base,-1,0.411
2014-09-17,3,base,-1,0.411
2014-10-01,3,base,1,0.633
2014-10-03,3,base,-1,0.411
2014-10-06,3,base,-1,0.411
2014-10-07,3,base,-1,0.411
2014-10-08,3,base,-1,0.411
2014-10-09,3,base,-1,0.411
2014-10-13,3,base,1,0.677
2014-10-14,3,base,1,0.677
2014-10-15,3,base,1,0.677
2014-10-16,3,base,1,0.677
2014-10-17,3,base,1,0.677
2014-10-20,3,base,1,0.677
2014-10-21,3,base,1,0.677
2014-10-22,3,base,1,0.677
2014-10-27,3,base,1,0.677
2014-10-28,3,base,1,0.677
2014-10-29,3,base,1,0.677
2014-10-30,3,base,1,0.677
2014-10-31,3,base,1,0.677
2014-11-07,3,base,-1,0.411
2014-11-10,3,base,-1,0.411
2014-11-11,3,base,-1,0.411
2014-11-12,3,base,-1,0.411
2014-11-13,3,base,-1,0.411
2014-11-14,3,base,-1,0.411
2014-11-17,3,base,-1,0.411
2014-11-18,3,base,-1,0.411
2014-11-19,3,base,1,0.677
2014-11-20,3,base,1,0.677
2014-11-21,3,base,1,0.677
2014-11-24,3,base,1,0.677
2014-12-03,3,base,1,0.633
2014-12-04,3,base,1,0.633
2014-12-05,3,base,1,0.633
2014-12-08,3,base,1,0.633
2014-12-09,3,base,1,0.633
2014-12-10,3,base,-1,0.411
2014-12-11,3,base,-1,0.411
2014-12-12,3,base,-1,0.411
2014-12-15,3,base,-1,0.411
2014-12-16,3,base,-1,0.411
2014-12-17,3,base,-1,0.411
2015-01-08,3,base,1,0.624
2015-01-09,3,base,1,0.624
2015-01-12,3,base,1,0.624
2015-01-13,3,base,1,0.624
2015-01-14,3,base,1,0.624
2015-01-15,3,base,-1,0.44
2015-01-16,3,base,1,0.624
2015-01-19,3,base,1,0.624
2015-01-20,3,base,1,0.624
2015-01-21,3,base,1,0.624
2015-01-22,3,base,1,0.624
2015-01-23,3,base,1,0.683
2015-02-06,3,base,-1,0.44
2015-02-09,3,base,-1,0.44
2015-02-10,3,base,-1,0.44
2015-02-11,3,base,-1,0.44
2015-02-12,3,base,1,0.683
2015-02-13,3,base,1,0.683
2015-02-24,3,base,1,0.683
2015-02-25,3,base,1,0.683
2015-03-03,3,base,1,0.624
2015-03-06,3,base,-1,0.44
2015-03-09,3,base,-1,0.44
2015-03-10,3,base,-1,0.44
2015-03-11,3,base,-1,0.44
2015-03-12,3,base,-1,0.44
2015-03-13,3,base,-1,0.44
2015-03-16,3,base,-1,0.44
2015-03-17,3,base,-1,0.44
2015-03-18,3,base,-1,0.44
2015-03-20,3,base,1,0.624
2015-03-23,3,base,1,0.624
2015-03-24,3,base,1,0.624
2015-03-25,3,base,1,0.624
2015-03-26,3,base,1,0.624
2015-04-07,3,base,-1,0.44
2015-04-08,3,base,-1,0.44
2015-04-09,3,base,-1,0.44
2015-04-10,3,base,-1,0.44
2015-04-13,3,base,-1,0.44
2015-04-14,3,base,-1,0.44
2015-04-15,3,base,-1,0.44
2015-04-24,3,base,1,0.624
2015-04-27,3,base,1,0.624
2015-04-28,3,base,1,0.624
2015-04-29,3,base,1,0.624
2015-04-30,3,base,1,0.624
2015-05-08,3,base,1,0.683
2015-05-11,3,base,1,0.683
2015-05-12,3,base,1,0.683
2015-05-13,3,base,1,0.683
2015-05-14,3,base,1,0.683
2015-05-15,3,base,1,0.683
2015-05-18,3,base,1,0.683
2015-05-19,3,base,1,0.683
2015-05-20,3,base,-1,0.44
2015-06-02,3,base,1,0.624
2015-06-03,3,base,1,0.624
2015-06-04,3,base,1,0.624
2015-06-05,3,base,1,0.683
2015-06-08,3,base,1,0.683
2015-06-09,3,base,1,0.683
2015-06-10,3,base,1,0.683
2015-06-11,3,base,1,0.683
2015-06-12,3,base,1,0.683
2015-06-15,3,base,1,0.683
2015-06-16,3,base,1,0.683
2015-06-17,3,base,-1,0.44
2015-07-03,3,base,-1,0.44
2015-07-06,3,base,-1,0.44
2015-07-07,3,base,-1,0.44
2015-07-08,3,base,-1,0.44
2015-07-09,3,base,1,0.683
2015-07-13,3,base,1,0.683
2015-07-14,3,base,1,0.683
2015-07-15,3,base,1,0.683
2015-07-16,3,base,1,0.683
2015-07-21,3,base,1,0.683
2015-07-22,3,base,1,0.683
2015-07-23,3,base,1,0.683
2015-07-24,3,base,1,0.683
2015-07-27,3,base,1,0.683
2015-07-28,3,base,1,0.683
2015-07-29,3,base,1,0.683
2015-07-30,3,base,1,0.683
2015-07-31,3,base,1,0.683
2015-08-03,3,base,1,0.683
2015-08-04,3,base,1,0.683
2015-08-05,3,base,1,0.683
2015-08-06,3,base,1,0.683
2015-08-07,3,base,1,0.683
2015-08-10,3,base,1,0.683
2015-08-11,3,base,1,0.683
2015-08-12,3,base,1,0.683
2015-08-13,3,base,-1,0.44
2015-08-14,3,base,-1,0.44
2015-08-17,3,base,-1,0.44
2015-08-18,3,base,-1,0.44
2015-08-19,3,base,1,0.683
2015-08-20,3,base,1,0.683
2015-08-21,3,base,1,0.683
2015-08-24,3,base,1,0.683
2015-08-25,3,base,1,0.683
2015-08-26,3,base,1,0.683
2015-08-27,3,base,1,0.683
2015-08-28,3,base,1,0.683
2015-08-31,3,base,1,0.683
2015-09-04,3,base,-1,0.44
2015-09-07,3,base,-1,0.44
2015-09-08,3,base,-1,0.44
2015-09-09,3,base,-1,0.44
2015-09-10,3,base,-1,0.44
2015-09-11,3,base,-1,0.44
2015-09-14,3,base,-1,0.44
2015-09-15,3,base,-1,0.44
2015-09-16,3,base,-1,0.44
2015-10-12,3,base,1,0.624
2015-10-13,3,base,1,0.624
2015-10-14,3,base,-1,0.44
2015-10-15,3,base,-1,0.44
2015-10-16,3,base,-1,0.44
2015-10-19,3,base,-1,0.44
2015-10-20,3,base,-1,0.44
2015-10-21,3,base,-1,0.44
2015-11-06,3,base,1,0.624
2015-11-09,3,base,1,0.624
2015-11-10,3,base,1,0.624
2015-11-11,3,base,-1,0.44
2015-11-12,3,base,-1,0.44
2015-11-13,3,base,-1,0.44
2015-11-16,3,base,-1,0.44
2015-11-17,3,base,-1,0.44
2015-11-18,3,base,-1,0.44
2015-12-04,3,base,1,0.624
2015-12-07,3,base,-1,0.44
2015-12-08,3,base,-1,0.44
2015-12-09,3,base,-1,0.44
2015-12-10,3,base,-1,0.44
2015-12-11,3,base,-1,0.44
2015-12-14,3,base,1,0.683
2015-12-15,3,base,1,0.683
2015-12-16,3,base,-1,0.44
2015-12-17,3,base,1,0.683
2016-01-06,3,base,1,0.705
2016-01-07,3,base,1,0.705
2016-01-08,3,base,1,0.705
2016-01-11,3,base,1,0.662
2016-01-12,3,base,1,0.662
2016-01-13,3,base,1,0.662
2016-01-14,3,base,1,0.662
2016-01-15,3,base,1,0.705
2016-01-18,3,base,1,0.662
2016-01-20,3,base,1,0.705
2016-01-30,3,base,1,0.662
2016-02-01,3,base,1,0.662
2016-02-02,3,base,1,0.662
2016-02-03,3,base,1,0.662
2016-02-16,3,base,1,0.705
2016-03-08,3,base,1,0.705
2016-03-15,3,base,1,0.705
2016-03-17,3,base,1,0.705
2016-03-18,3,base,1,0.705
2016-03-22,3,base,-1,0.363
2016-04-01,3,base,-1,0.363
2016-04-15,3,base,-1,0.363
2016-04-18,3,base,-1,0.363
2016-04-19,3,base,-1,0.363
2016-04-20,3,base,1,0.705
2016-04-22,3,base,-1,0.363
2016-04-25,3,base,-1,0.363
2016-04-26,3,base,1,0.662
2016-05-03,3,base,1,0.662
2016-05-12,3,base,1,0.662
2016-05-13,3,base,1,0.705
2016-05-16,3,base,1,0.662
2016-05-17,3,base,1,0.662
2016-05-18,3,base,1,0.662
2016-05-23,3,base,1,0.705
2016-05-27,3,base,-1,0.363
2016-06-03,3,base,-1,0.363
2016-06-04,3,base,-1,0.363
